protein_id,length,n_windows,last_window_start,residues_lost_by_truncation,source
XP_059598302.1,2227,4,1205,1205,proteome
XP_002277958.2,2223,4,1201,1201,proteome
XP_010644272.2,2219,4,1197,1197,proteome
XP_002267865.2,2216,4,1194,1194,proteome
XP_010662984.1,2216,4,1194,1194,proteome
XP_002269920.2,2214,4,1192,1192,proteome
XP_010664156.1,2214,4,1192,1192,proteome
XP_059591007.1,2213,4,1191,1191,proteome
XP_059591056.1,2208,4,1186,1186,proteome
XP_059591008.1,2203,4,1181,1181,proteome
XP_010664159.1,2202,4,1180,1180,proteome
XP_002267310.1,2198,4,1176,1176,proteome
XP_059597365.1,2198,4,1176,1176,proteome
XP_002273874.2,2197,4,1175,1175,proteome
XP_059597366.1,2197,4,1175,1175,proteome
XP_010648534.1,2195,4,1173,1173,proteome
XP_019074908.1,2195,4,1173,1173,proteome
XP_059592182.1,2195,4,1173,1173,proteome
XP_059592183.1,2195,4,1173,1173,proteome
XP_059596237.1,2184,4,1162,1162,proteome
XP_059597664.1,2182,4,1160,1160,proteome
XP_002266580.1,2177,4,1155,1155,proteome
XP_059593134.1,2177,4,1155,1155,proteome
XP_019071947.1,2172,4,1150,1150,proteome
XP_010648715.1,2170,4,1148,1148,proteome
XP_010648716.1,2169,4,1147,1147,proteome
XP_019081152.2,2166,4,1144,1144,proteome
XP_059592246.1,2164,4,1142,1142,proteome
XP_010662259.1,2160,4,1138,1138,proteome
XP_002285732.1,2159,4,1137,1137,proteome
XP_010651385.1,2159,4,1137,1137,proteome
XP_010651386.1,2159,4,1137,1137,proteome
XP_059592247.1,2158,4,1136,1136,proteome
XP_010661165.1,2154,4,1132,1132,proteome
XP_010660548.1,2149,4,1127,1127,proteome
XP_059598350.1,2143,4,1121,1121,proteome
XP_002285869.2,2139,4,1117,1117,proteome
XP_010664192.1,2139,4,1117,1117,proteome
XP_010664193.1,2139,4,1117,1117,proteome
XP_010647304.1,2137,4,1115,1115,proteome
XP_010648717.1,2136,4,1114,1114,proteome
XP_010652838.1,2131,4,1109,1109,proteome
XP_059598351.1,2131,4,1109,1109,proteome
XP_059598353.1,2130,4,1108,1108,proteome
XP_059598354.1,2130,4,1108,1108,proteome
XP_010664765.1,2126,4,1104,1104,proteome
XP_059596081.1,2123,4,1101,1101,proteome
XP_059598352.1,2122,4,1100,1100,proteome
XP_059592184.1,2121,4,1099,1099,proteome
XP_010651196.1,2105,4,1083,1083,proteome
XP_059590769.1,2098,4,1076,1076,proteome
XP_002284129.1,2093,4,1071,1071,proteome
XP_010653361.1,2090,4,1068,1068,proteome
XP_010645082.1,2088,4,1066,1066,proteome
XP_002270338.2,2087,4,1065,1065,proteome
XP_059591891.1,2086,4,1064,1064,proteome
XP_059598355.1,2081,4,1059,1059,proteome
XP_059598356.1,2081,4,1059,1059,proteome
XP_059598357.1,2081,4,1059,1059,proteome
XP_059598358.1,2081,4,1059,1059,proteome
XP_059598359.1,2081,4,1059,1059,proteome
XP_059598360.1,2081,4,1059,1059,proteome
XP_059598361.1,2081,4,1059,1059,proteome
XP_059598362.1,2081,4,1059,1059,proteome
XP_010645083.1,2079,4,1057,1057,proteome
XP_019080667.1,2078,4,1056,1056,proteome
XP_059598363.1,2072,4,1050,1050,proteome
XP_010648589.1,2070,4,1048,1048,proteome
XP_059598364.1,2070,4,1048,1048,proteome
XP_059591892.1,2064,4,1042,1042,proteome
XP_059591893.1,2064,4,1042,1042,proteome
XP_059591894.1,2064,4,1042,1042,proteome
XP_059595098.1,2060,4,1038,1038,proteome
XP_059595099.1,2060,4,1038,1038,proteome
XP_059598365.1,2059,4,1037,1037,proteome
XP_059598366.1,2059,4,1037,1037,proteome
XP_059598367.1,2059,4,1037,1037,proteome
XP_010651197.1,2058,4,1036,1036,proteome
XP_010659860.1,2057,4,1035,1035,proteome
XP_059598368.1,2054,4,1032,1032,proteome
XP_002275285.1,2052,4,1030,1030,proteome
XP_059599227.1,2052,4,1030,1030,proteome
XP_059591895.1,2051,4,1029,1029,proteome
XP_010653900.1,2049,4,1027,1027,proteome
XP_010659968.1,2045,4,1023,1023,proteome
XP_059595100.1,2044,3,1022,1022,proteome
XP_059591896.1,2042,3,1020,1020,proteome
XP_019074544.1,2039,3,1017,1017,proteome
XP_019081162.1,2038,3,1016,1016,proteome
XP_059595935.1,2035,3,1013,1013,proteome
XP_003631632.1,2034,3,1012,1012,proteome
XP_059591522.1,2032,3,1010,1010,proteome
XP_059595936.1,2032,3,1010,1010,proteome
XP_010659861.1,2031,3,1009,1009,proteome
XP_059591897.1,2029,3,1007,1007,proteome
XP_010657377.1,2027,3,1005,1005,proteome
XP_059595101.1,2025,3,1003,1003,proteome
XP_010658092.1,2023,3,1001,1001,proteome
XP_059594012.1,2023,3,1001,1001,proteome
XP_059598369.1,2023,3,1001,1001,proteome
XP_059593397.1,2021,3,999,999,proteome
XP_019075847.2,2020,3,998,998,proteome
XP_059596414.1,2011,3,989,989,proteome
XP_059591898.1,2007,3,985,985,proteome
XP_010659969.1,2003,3,981,981,proteome
XP_059597367.1,2003,3,981,981,proteome
XP_059596181.1,1999,3,977,977,proteome
XP_010647308.1,1996,3,974,974,proteome
XP_010657375.2,1993,3,971,971,proteome
XP_010657373.2,1992,3,970,970,proteome
XP_010661166.1,1991,3,969,969,proteome
XP_002267626.3,1988,3,966,966,proteome
XP_010651384.1,1987,3,965,965,proteome
XP_002277289.2,1983,3,961,961,proteome
XP_010648303.1,1980,3,958,958,proteome
XP_059591270.1,1980,3,958,958,proteome
XP_010661522.1,1974,3,952,952,proteome
XP_010648467.1,1967,3,945,945,proteome
XP_019075884.1,1966,3,944,944,proteome
XP_019075886.1,1957,3,935,935,proteome
XP_059594846.1,1956,3,934,934,proteome
XP_010661167.1,1954,3,932,932,proteome
XP_002283298.2,1948,3,926,926,proteome
XP_010644774.1,1948,3,926,926,proteome
XP_002271648.2,1946,3,924,924,proteome
XP_010656962.1,1946,3,924,924,proteome
XP_010656963.1,1946,3,924,924,proteome
XP_010659550.1,1946,3,924,924,proteome
XP_059595937.1,1944,3,922,922,proteome
XP_002277401.1,1942,3,920,920,proteome
XP_059592248.1,1942,3,920,920,proteome
XP_010657120.1,1939,3,917,917,proteome
XP_002269466.2,1935,3,913,913,proteome
XP_059599178.1,1935,3,913,913,proteome
XP_059599179.1,1935,3,913,913,proteome
XP_059599180.1,1933,3,911,911,proteome
XP_059599181.1,1933,3,911,911,proteome
XP_059592185.1,1932,3,910,910,proteome
XP_059594847.1,1931,3,909,909,proteome
XP_019077219.1,1919,3,897,897,proteome
XP_002274337.1,1918,3,896,896,proteome
XP_010644166.1,1914,3,892,892,proteome
XP_059593318.1,1914,3,892,892,proteome
XP_059593319.1,1914,3,892,892,proteome
XP_059593320.1,1914,3,892,892,proteome
XP_059593321.1,1914,3,892,892,proteome
XP_010664285.1,1913,3,891,891,proteome
XP_059590868.1,1913,3,891,891,proteome
XP_059590869.1,1913,3,891,891,proteome
XP_059590156.1,1911,3,889,889,proteome
XP_010663053.1,1905,3,883,883,proteome
XP_010653854.1,1904,3,882,882,proteome
XP_059593510.1,1904,3,882,882,proteome
XP_010654444.1,1901,3,879,879,proteome
XP_010653140.1,1898,3,876,876,proteome
XP_019077229.1,1898,3,876,876,proteome
XP_019077230.1,1898,3,876,876,proteome
XP_059596765.1,1897,3,875,875,proteome
XP_002278408.1,1896,3,874,874,proteome
XP_010662985.2,1896,3,874,874,proteome
YP_567136.1,1893,3,871,871,proteome
XP_010649318.1,1889,3,867,867,proteome
XP_010656422.1,1889,3,867,867,proteome
XP_010663259.1,1889,3,867,867,proteome
XP_019081972.1,1889,3,867,867,proteome
XP_010656423.1,1888,3,866,866,proteome
XP_059590213.1,1888,3,866,866,proteome
XP_010651486.1,1884,3,862,862,proteome
XP_059590215.1,1882,3,860,860,proteome
XP_002284204.1,1881,3,859,859,proteome
XP_059595312.1,1881,3,859,859,proteome
XP_010658451.1,1877,3,855,855,proteome
XP_010658452.1,1877,3,855,855,proteome
XP_059598043.1,1877,3,855,855,proteome
XP_019080602.1,1874,3,852,852,proteome
XP_059590216.1,1874,3,852,852,proteome
XP_010653141.1,1873,3,851,851,proteome
XP_059594848.1,1873,3,851,851,proteome
XP_010652001.1,1872,3,850,850,proteome
XP_059593801.1,1872,3,850,850,proteome
XP_059593803.1,1872,3,850,850,proteome
XP_002277309.1,1865,3,843,843,proteome
XP_010656078.1,1865,3,843,843,proteome
XP_010654982.1,1864,3,842,842,proteome
XP_010660870.1,1864,3,842,842,proteome
XP_002278370.2,1863,3,841,841,proteome
XP_010660930.1,1863,3,841,841,proteome
XP_010648994.2,1860,3,838,838,proteome
XP_059590217.1,1860,3,838,838,proteome
XP_010648996.2,1859,3,837,837,proteome
XP_019080511.1,1859,3,837,837,proteome
XP_059590218.1,1859,3,837,837,proteome
XP_019077812.1,1857,3,835,835,proteome
XP_010660757.1,1855,3,833,833,proteome
XP_010660760.1,1854,3,832,832,proteome
XP_010660765.1,1852,3,830,830,proteome
XP_010648304.1,1851,3,829,829,proteome
XP_010660768.1,1851,3,829,829,proteome
XP_003633464.2,1850,3,828,828,proteome
XP_010649951.1,1850,3,828,828,proteome
XP_010649952.1,1850,3,828,828,proteome
XP_002285900.1,1848,3,826,826,proteome
XP_010656059.1,1847,3,825,825,proteome
XP_010656060.1,1847,3,825,825,proteome
XP_059596523.1,1847,3,825,825,proteome
XP_010654372.1,1845,3,823,823,proteome
XP_010656061.1,1845,3,823,823,proteome
XP_010656062.1,1844,3,822,822,proteome
XP_010656079.1,1843,3,821,821,proteome
XP_059596649.1,1843,3,821,821,proteome
XP_059592287.1,1842,3,820,820,proteome
XP_059598558.1,1838,3,816,816,proteome
XP_002281503.1,1836,3,814,814,proteome
XP_059596444.1,1835,3,813,813,proteome
XP_010660549.1,1833,3,811,811,proteome
XP_010660550.1,1833,3,811,811,proteome
XP_019080512.1,1833,3,811,811,proteome
XP_019081973.1,1831,3,809,809,proteome
XP_010659873.1,1830,3,808,808,proteome
XP_059590004.1,1830,3,808,808,proteome
XP_059597440.1,1830,3,808,808,proteome
XP_010658259.1,1829,3,807,807,proteome
XP_010658260.1,1828,3,806,806,proteome
XP_010660627.1,1828,3,806,806,proteome
XP_010660628.1,1827,3,805,805,proteome
XP_010664176.1,1825,3,803,803,proteome
XP_059592023.1,1823,3,801,801,proteome
XP_059591022.1,1821,3,799,799,proteome
XP_010664916.2,1819,3,797,797,proteome
XP_010663252.1,1815,3,793,793,proteome
XP_010651546.1,1814,3,792,792,proteome
XP_059590006.1,1813,3,791,791,proteome
XP_059592460.1,1810,3,788,788,proteome
XP_010654580.1,1809,3,787,787,proteome
XP_010654581.1,1809,3,787,787,proteome
XP_010644644.1,1808,3,786,786,proteome
XP_059590564.1,1807,3,785,785,proteome
XP_010659863.1,1806,3,784,784,proteome
XP_059598918.1,1806,3,784,784,proteome
XP_010661001.3,1803,3,781,781,proteome
XP_019073244.2,1800,3,778,778,proteome
XP_019080529.1,1798,3,776,776,proteome
XP_010656063.1,1797,3,775,775,proteome
XP_019077792.1,1797,3,775,775,proteome
XP_010656085.1,1795,3,773,773,proteome
XP_019080564.2,1795,3,773,773,proteome
XP_010661002.3,1794,3,772,772,proteome
XP_010664678.1,1794,3,772,772,proteome
XP_010660629.1,1792,3,770,770,proteome
XP_010661137.1,1792,3,770,770,proteome
XP_010645414.1,1791,3,769,769,proteome
XP_059598319.1,1791,3,769,769,proteome
XP_019072614.1,1790,3,768,768,proteome
XP_059590219.1,1787,3,765,765,proteome
XP_059590582.1,1781,3,759,759,proteome
XP_002279696.1,1779,3,757,757,proteome
XP_010649527.1,1776,3,754,754,proteome
XP_010654582.1,1776,3,754,754,proteome
XP_019075661.1,1776,3,754,754,proteome
XP_010656968.2,1774,3,752,752,proteome
XP_010657007.1,1773,3,751,751,proteome
XP_002275272.1,1772,3,750,750,proteome
XP_059595968.1,1770,3,748,748,proteome
XP_059595969.1,1770,3,748,748,proteome
XP_002275100.1,1764,3,742,742,proteome
XP_059593598.1,1764,3,742,742,proteome
XP_002265993.1,1763,3,741,741,proteome
XP_010652239.1,1763,3,741,741,proteome
XP_059593599.1,1763,3,741,741,proteome
XP_059593600.1,1763,3,741,741,proteome
XP_003631178.2,1759,3,737,737,proteome
XP_010651410.1,1756,3,734,734,proteome
XP_010649528.1,1753,3,731,731,proteome
XP_010657008.1,1753,3,731,731,proteome
XP_059597297.1,1752,3,730,730,proteome
XP_010655213.1,1750,3,728,728,proteome
XP_010655456.1,1748,3,726,726,proteome
XP_002273559.3,1747,3,725,725,proteome
XP_010658598.1,1746,3,724,724,proteome
XP_019076685.2,1743,3,721,721,proteome
XP_010652052.1,1742,3,720,720,proteome
XP_059597245.1,1739,3,717,717,proteome
XP_010658422.1,1738,3,716,716,proteome
XP_010658423.1,1737,3,715,715,proteome
XP_059590007.1,1730,3,708,708,proteome
XP_002280614.1,1725,3,703,703,proteome
XP_059596138.1,1725,3,703,703,proteome
XP_059596139.1,1725,3,703,703,proteome
XP_059596140.1,1725,3,703,703,proteome
XP_059596141.1,1724,3,702,702,proteome
XP_010654000.1,1722,3,700,700,proteome
XP_010657009.1,1722,3,700,700,proteome
XP_003634654.3,1721,3,699,699,proteome
XP_010645417.1,1721,3,699,699,proteome
XP_010660238.2,1721,3,699,699,proteome
XP_059597298.1,1721,3,699,699,proteome
XP_010665187.1,1720,3,698,698,proteome
XP_019071780.1,1720,3,698,698,proteome
XP_059596142.1,1718,3,696,696,proteome
XP_002274947.2,1717,3,695,695,proteome
XP_010654221.1,1717,3,695,695,proteome
XP_010663783.1,1717,3,695,695,proteome
XP_059597246.1,1717,3,695,695,proteome
XP_002281396.3,1716,3,694,694,proteome
XP_019076912.1,1716,3,694,694,proteome
XP_059596180.1,1715,3,693,693,proteome
XP_002284314.1,1712,3,690,690,proteome
XP_010658348.1,1712,3,690,690,proteome
XP_003634225.1,1711,3,689,689,proteome
XP_059598206.1,1710,3,688,688,proteome
XP_059597247.1,1706,3,684,684,proteome
XP_002276855.1,1705,3,683,683,proteome
XP_059596182.1,1705,3,683,683,proteome
XP_002269905.1,1704,3,682,682,proteome
XP_002280001.1,1702,3,680,680,proteome
XP_003632816.1,1702,3,680,680,proteome
XP_010645628.1,1702,3,680,680,proteome
XP_059596216.1,1699,3,677,677,proteome
XP_059596217.1,1699,3,677,677,proteome
XP_059596184.1,1697,3,675,675,proteome
XP_019080565.2,1696,3,674,674,proteome
XP_010649749.1,1694,3,672,672,proteome
XP_010651737.1,1692,3,670,670,proteome
XP_010651739.1,1692,3,670,670,proteome
XP_010651740.1,1692,3,670,670,proteome
XP_010658167.1,1692,3,670,670,proteome
XP_010653802.1,1691,3,669,669,proteome
XP_019075758.1,1686,3,664,664,proteome
XP_010648400.1,1684,3,662,662,proteome
XP_010663301.1,1684,3,662,662,proteome
XP_002282789.2,1683,3,661,661,proteome
XP_010648401.1,1680,3,658,658,proteome
XP_010648566.1,1679,3,657,657,proteome
XP_019077793.1,1679,3,657,657,proteome
XP_010658320.1,1678,3,656,656,proteome
XP_010661250.1,1678,3,656,656,proteome
XP_010649613.1,1677,3,655,655,proteome
XP_010649665.1,1677,3,655,655,proteome
XP_019079923.1,1676,3,654,654,proteome
XP_002264399.1,1673,3,651,651,proteome
XP_002279976.3,1669,3,647,647,proteome
XP_010665036.1,1666,3,644,644,proteome
XP_059590324.1,1666,3,644,644,proteome
XP_010653659.1,1665,3,643,643,proteome
XP_010659551.1,1663,3,641,641,proteome
XP_010660954.1,1662,3,640,640,proteome
XP_019081552.1,1662,3,640,640,proteome
XP_059593726.1,1660,3,638,638,proteome
XP_010662091.1,1659,3,637,637,proteome
XP_010662092.1,1659,3,637,637,proteome
XP_019072562.1,1659,3,637,637,proteome
XP_059590381.1,1657,3,635,635,proteome
XP_003633834.1,1656,3,634,634,proteome
XP_010661494.1,1656,3,634,634,proteome
XP_010662770.1,1656,3,634,634,proteome
XP_019075597.1,1656,3,634,634,proteome
XP_002266656.1,1653,3,631,631,proteome
XP_019080304.1,1650,3,628,628,proteome
XP_019080305.1,1650,3,628,628,proteome
XP_010663421.1,1649,3,627,627,proteome
XP_019080307.1,1649,3,627,627,proteome
XP_059594433.1,1649,3,627,627,proteome
XP_002276252.1,1648,3,626,626,proteome
XP_010653178.1,1648,3,626,626,proteome
XP_019080605.2,1647,3,625,625,proteome
XP_059598494.1,1647,3,625,625,proteome
XP_059598495.1,1647,3,625,625,proteome
XP_059598496.1,1647,3,625,625,proteome
XP_059598497.1,1647,3,625,625,proteome
XP_010653208.1,1645,3,623,623,proteome
XP_010660726.1,1645,3,623,623,proteome
XP_010653247.1,1644,3,622,622,proteome
XP_010663203.1,1644,3,622,622,proteome
XP_010645386.2,1643,3,621,621,proteome
XP_059597111.1,1643,3,621,621,proteome
XP_002282469.2,1642,3,620,620,proteome
XP_010650721.1,1642,3,620,620,proteome
XP_010650722.1,1642,3,620,620,proteome
XP_010657683.1,1642,3,620,620,proteome
XP_019075594.1,1642,3,620,620,proteome
XP_059593193.1,1642,3,620,620,proteome
XP_010659950.1,1641,3,619,619,proteome
XP_010660728.1,1641,3,619,619,proteome
XP_059596924.1,1640,3,618,618,proteome
XP_010656476.1,1639,3,617,617,proteome
XP_059594434.1,1639,3,617,617,proteome
XP_059598448.1,1639,3,617,617,proteome
XP_002265512.2,1637,3,615,615,proteome
XP_010663453.1,1637,3,615,615,proteome
XP_010663454.1,1637,3,615,615,proteome
XP_010663455.1,1637,3,615,615,proteome
XP_010663456.1,1637,3,615,615,proteome
XP_010659095.1,1632,3,610,610,proteome
XP_059598231.1,1632,3,610,610,proteome
XP_002263469.1,1631,3,609,609,proteome
XP_059598232.1,1631,3,609,609,proteome
XP_010665341.1,1630,3,608,608,proteome
XP_010665343.1,1630,3,608,608,proteome
XP_010665344.1,1630,3,608,608,proteome
XP_059590722.1,1630,3,608,608,proteome
XP_059590723.1,1630,3,608,608,proteome
XP_059593067.1,1630,3,608,608,proteome
XP_002267056.1,1629,3,607,607,proteome
XP_059589841.1,1626,3,604,604,proteome
XP_002274725.3,1624,3,602,602,proteome
XP_002281070.1,1624,3,602,602,proteome
XP_010655707.1,1624,3,602,602,proteome
XP_002280819.1,1623,3,601,601,proteome
XP_010655706.1,1623,3,601,601,proteome
XP_059596143.1,1623,3,601,601,proteome
XP_002264486.2,1622,3,600,600,proteome
XP_010653373.1,1622,3,600,600,proteome
XP_019080774.1,1620,3,598,598,proteome
XP_019080776.1,1620,3,598,598,proteome
XP_019080777.1,1620,3,598,598,proteome
XP_019080778.1,1620,3,598,598,proteome
XP_019080779.1,1620,3,598,598,proteome
XP_019080781.1,1620,3,598,598,proteome
XP_019080782.1,1620,3,598,598,proteome
XP_019080783.1,1620,3,598,598,proteome
XP_059598504.1,1619,3,597,597,proteome
XP_003631316.2,1618,3,596,596,proteome
XP_010656959.1,1618,3,596,596,proteome
XP_010662860.1,1616,3,594,594,proteome
XP_059589538.1,1616,3,594,594,proteome
XP_010663138.1,1615,3,593,593,proteome
XP_010649886.1,1611,3,589,589,proteome
XP_010662861.1,1610,3,588,588,proteome
XP_019082022.2,1609,3,587,587,proteome
XP_010649887.1,1606,3,584,584,proteome
XP_019080308.1,1606,3,584,584,proteome
XP_010646379.2,1602,3,580,580,proteome
XP_010650208.1,1602,3,580,580,proteome
XP_059598493.1,1602,3,580,580,proteome
XP_010653286.1,1600,3,578,578,proteome
XP_059592835.1,1599,3,577,577,proteome
XP_010649889.1,1598,3,576,576,proteome
XP_010658168.1,1598,3,576,576,proteome
XP_019074813.1,1598,3,576,576,proteome
XP_019082023.2,1597,3,575,575,proteome
XP_059590453.1,1597,3,575,575,proteome
XP_010653322.1,1596,3,574,574,proteome
XP_059597262.1,1596,3,574,574,proteome
XP_010654228.1,1594,3,572,572,proteome
XP_059599211.1,1594,3,572,572,proteome
XP_010659613.1,1593,3,571,571,proteome
XP_010648305.1,1590,3,568,568,proteome
XP_010656477.1,1588,3,566,566,proteome
XP_059590082.1,1588,3,566,566,proteome
XP_059592766.1,1588,3,566,566,proteome
XP_019077763.1,1587,3,565,565,proteome
XP_059598271.1,1586,3,564,564,proteome
XP_059593847.1,1582,3,560,560,proteome
XP_002270307.3,1581,3,559,559,proteome
XP_019081657.1,1581,3,559,559,proteome
