pid,score
NP_001030854,0.0
NP_001030855,0.0
NP_001030856,0.0
NP_001030857,50.0
NP_001030858,0.0
NP_001030860,0.0
NP_001030861,0.0
NP_001030862,0.0
NP_001030863,0.0
NP_001030864,0.0
NP_001030865,0.0
NP_001030866,0.0
NP_001030868,0.0
NP_001030870,0.0
NP_001030871,0.0
NP_001030872,0.0
NP_001030873,0.0
NP_001030874,0.0
NP_001030875,0.0
NP_001030876,0.0
NP_001030877,0.0
NP_001030878,0.0
NP_001030879,0.0
NP_001030880,0.0
NP_001030882,0.0
NP_001030883,0.0
NP_001030884,0.0
NP_001030885,0.0
NP_001030886,0.0
NP_001030887,0.0
NP_001030888,30.0
NP_001030889,0.0
NP_001030890,0.0
NP_001030891,0.0
NP_001030892,0.0
NP_001030893,507.0
NP_001030895,0.0
NP_001030896,0.0
NP_001030897,0.0
NP_001030898,0.0
NP_001030899,0.0
NP_001030900,0.0
NP_001030901,0.0
NP_001030902,0.0
NP_001030903,0.0
NP_001030904,0.0
NP_001030905,0.0
NP_001030907,0.0
NP_001030908,0.0
NP_001030909,0.0
NP_001030910,0.0
NP_001030911,0.0
NP_001030912,0.0
NP_001030914,0.0
NP_001030915,0.0
NP_001030916,0.0
NP_001030917,0.0
NP_001030918,0.0
NP_001030921,0.0
NP_001030922,0.0
NP_001030923,0.0
NP_001030924,0.0
NP_001030925,0.0
NP_001030926,0.0
NP_001030927,0.0
NP_001030928,0.0
NP_001030929,0.0
NP_001030930,0.0
NP_001030932,42.0
NP_001030933,0.0
NP_001030934,0.0
NP_001030936,0.0
NP_001030937,0.0
NP_001030938,0.0
NP_001030939,795.0
NP_001030940,795.0
NP_001030941,795.0
NP_001030942,0.0
NP_001030943,0.0
NP_001030944,0.0
NP_001030945,0.0
NP_001030946,0.0
NP_001030947,0.0
NP_001030948,0.0
NP_001030949,0.0
NP_001030950,159.0
NP_001030951,0.0
NP_001030952,0.0
NP_001030953,0.0
NP_001030954,42.0
NP_001030955,0.0
NP_001030956,0.0
NP_001030957,0.0
NP_001030958,0.0
NP_001030959,0.0
NP_001030960,0.0
NP_001030961,0.0
NP_001030963,0.0
NP_001030964,0.0
NP_001030965,0.0
NP_001030966,0.0
NP_001030967,0.0
NP_001030969,0.0
NP_001030970,0.0
NP_001030971,48.0
NP_001030972,53.0
NP_001030973,53.0
NP_001030974,0.0
NP_001030975,0.0
NP_001030976,0.0
NP_001030977,0.0
NP_001030978,0.0
NP_001030980,0.0
NP_001030981,502.0
NP_001030983,0.0
NP_001030984,0.0
NP_001030985,0.0
NP_001030986,0.0
NP_001030988,0.0
NP_001030989,0.0
NP_001030990,1333.0
NP_001030991,0.0
NP_001030993,0.0
NP_001030994,0.0
NP_001030995,0.0
NP_001030996,0.0
NP_001030998,0.0
NP_001030999,0.0
NP_001031000,0.0
NP_001031001,0.0
NP_001031002,0.0
NP_001031003,0.0
NP_001031004,0.0
NP_001031005,0.0
NP_001031006,0.0
NP_001031007,0.0
NP_001031008,0.0
NP_001031010,0.0
NP_001031011,0.0
NP_001031012,0.0
NP_001031013,452.0
NP_001031014,0.0
NP_001031015,0.0
NP_001031016,0.0
NP_001031017,1061.0
NP_001031018,0.0
NP_001031019,0.0
NP_001031020,0.0
NP_001031021,212.0
NP_001031022,461.0
NP_001031023,0.0
NP_001031024,0.0
NP_001031025,0.0
NP_001031026,0.0
NP_001031027,0.0
NP_001031028,0.0
NP_001031029,0.0
NP_001031030,0.0
NP_001031031,0.0
NP_001031032,0.0
NP_001031033,0.0
NP_001031034,0.0
NP_001031035,0.0
NP_001031037,0.0
NP_001031038,0.0
NP_001031039,0.0
NP_001031040,0.0
NP_001031041,0.0
NP_001031042,0.0
NP_001031043,0.0
NP_001031044,0.0
NP_001031045,0.0
NP_001031046,57.0
NP_001031047,0.0
NP_001031048,0.0
NP_001031049,0.0
NP_001031050,38.0
NP_001031051,38.0
NP_001031052,0.0
NP_001031054,0.0
NP_001031055,0.0
NP_001031056,0.0
NP_001031057,0.0
NP_001031058,0.0
NP_001031059,0.0
NP_001031060,0.0
NP_001031061,0.0
NP_001031062,0.0
NP_001031063,0.0
NP_001031064,0.0
NP_001031065,0.0
NP_001031066,0.0
NP_001031067,0.0
NP_001031068,0.0
NP_001031069,0.0
NP_001031070,0.0
NP_001031072,0.0
NP_001031073,0.0
NP_001031074,0.0
NP_001031075,0.0
NP_001031076,0.0
NP_001031077,0.0
NP_001031078,0.0
NP_001031079,0.0
NP_001031080,0.0
NP_001031081,0.0
NP_001031082,0.0
NP_001031083,0.0
NP_001031084,38.0
NP_001031085,0.0
NP_001031086,0.0
NP_001031087,0.0
NP_001031088,0.0
NP_001031089,0.0
NP_001031090,0.0
NP_001031091,0.0
NP_001031093,0.0
NP_001031094,0.0
NP_001031095,0.0
NP_001031096,0.0
NP_001031097,0.0
NP_001031098,0.0
NP_001031099,0.0
NP_001031100,0.0
NP_001031101,0.0
NP_001031102,0.0
NP_001031104,0.0
NP_001031105,0.0
NP_001031107,0.0
NP_001031108,0.0
NP_001031109,0.0
NP_001031110,0.0
NP_001031111,0.0
NP_001031112,0.0
NP_001031113,0.0
NP_001031115,0.0
NP_001031116,53.0
NP_001031117,0.0
NP_001031119,0.0
NP_001031120,0.0
NP_001031121,0.0
NP_001031122,0.0
NP_001031123,0.0
NP_001031124,0.0
NP_001031125,0.0
NP_001031126,0.0
NP_001031127,0.0
NP_001031128,0.0
NP_001031129,0.0
NP_001031130,0.0
NP_001031131,0.0
NP_001031132,0.0
NP_001031133,0.0
NP_001031134,0.0
NP_001031135,0.0
NP_001031136,0.0
NP_001031137,0.0
NP_001031138,0.0
NP_001031139,0.0
NP_001031141,0.0
NP_001031142,0.0
NP_001031143,0.0
NP_001031144,0.0
NP_001031145,0.0
NP_001031146,0.0
NP_001031147,0.0
NP_001031148,0.0
NP_001031149,0.0
NP_001031150,0.0
NP_001031151,0.0
NP_001031152,0.0
NP_001031153,0.0
NP_001031154,0.0
NP_001031155,0.0
NP_001031156,0.0
NP_001031157,0.0
NP_001031158,0.0
NP_001031159,0.0
NP_001031160,0.0
NP_001031161,0.0
NP_001031162,0.0
NP_001031163,0.0
NP_001031164,362.0
NP_001031165,0.0
NP_001031166,0.0
NP_001031167,0.0
NP_001031168,0.0
NP_001031171,0.0
NP_001031172,0.0
NP_001031173,0.0
NP_001031174,0.0
NP_001031175,0.0
NP_001031177,0.0
NP_001031178,51.0
NP_001031179,51.0
NP_001031180,0.0
NP_001031181,0.0
NP_001031182,0.0
NP_001031183,0.0
NP_001031184,0.0
NP_001031185,0.0
NP_001031186,0.0
NP_001031187,0.0
NP_001031189,0.0
NP_001031191,0.0
NP_001031192,0.0
NP_001031193,0.0
NP_001031194,0.0
NP_001031195,0.0
NP_001031196,0.0
NP_001031197,0.0
NP_001031198,0.0
NP_001031199,0.0
NP_001031200,0.0
NP_001031201,0.0
NP_001031202,0.0
NP_001031203,0.0
NP_001031204,0.0
NP_001031205,0.0
NP_001031206,0.0
NP_001031207,857.0
NP_001031208,0.0
NP_001031209,0.0
NP_001031210,0.0
NP_001031211,0.0
NP_001031212,0.0
NP_001031213,0.0
NP_001031214,0.0
NP_001031215,46.0
NP_001031216,2166.0
NP_001031217,0.0
NP_001031218,0.0
NP_001031219,0.0
NP_001031220,0.0
NP_001031221,0.0
NP_001031222,0.0
NP_001031224,0.0
NP_001031225,0.0
NP_001031226,0.0
NP_001031227,0.0
NP_001031228,0.0
NP_001031229,0.0
NP_001031230,0.0
NP_001031231,0.0
NP_001031232,0.0
NP_001031233,0.0
NP_001031234,36.0
NP_001031235,0.0
NP_001031236,0.0
NP_001031237,0.0
NP_001031238,0.0
NP_001031240,0.0
NP_001031241,0.0
NP_001031242,0.0
NP_001031243,0.0
NP_001031244,0.0
NP_001031245,0.0
NP_001031247,0.0
NP_001031249,0.0
NP_001031250,0.0
NP_001031251,0.0
NP_001031252,0.0
NP_001031253,0.0
NP_001031254,0.0
NP_001031255,0.0
NP_001031256,0.0
NP_001031257,0.0
NP_001031258,0.0
NP_001031259,0.0
NP_001031260,0.0
NP_001031261,0.0
NP_001031262,0.0
NP_001031263,0.0
NP_001031264,0.0
NP_001031265,0.0
NP_001031266,0.0
NP_001031267,0.0
NP_001031268,0.0
NP_001031269,0.0
NP_001031270,0.0
NP_001031271,0.0
NP_001031272,0.0
NP_001031273,0.0
NP_001031274,0.0
NP_001031275,0.0
NP_001031276,0.0
NP_001031277,0.0
NP_001031278,37.0
NP_001031280,0.0
NP_001031281,0.0
NP_001031283,0.0
NP_001031284,0.0
NP_001031285,0.0
NP_001031286,0.0
NP_001031287,0.0
NP_001031288,0.0
NP_001031289,0.0
NP_001031290,0.0
NP_001031291,0.0
NP_001031292,0.0
NP_001031293,0.0
NP_001031294,0.0
NP_001031295,0.0
NP_001031296,0.0
NP_001031298,0.0
NP_001031299,0.0
NP_001031301,0.0
NP_001031303,0.0
NP_001031304,0.0
NP_001031305,47.0
NP_001031306,0.0
NP_001031307,0.0
NP_001031308,0.0
NP_001031309,0.0
NP_001031310,0.0
NP_001031311,0.0
NP_001031312,0.0
NP_001031313,0.0
NP_001031314,0.0
NP_001031315,0.0
NP_001031316,0.0
NP_001031317,0.0
NP_001031318,0.0
NP_001031319,0.0
NP_001031320,0.0
NP_001031321,0.0
NP_001031322,0.0
NP_001031324,0.0
NP_001031325,0.0
NP_001031326,0.0
NP_001031327,0.0
NP_001031328,0.0
NP_001031329,0.0
NP_001031330,0.0
NP_001031331,0.0
NP_001031332,0.0
NP_001031333,0.0
NP_001031334,0.0
NP_001031335,0.0
NP_001031336,0.0
NP_001031337,0.0
NP_001031338,0.0
NP_001031339,0.0
NP_001031340,0.0
NP_001031341,0.0
NP_001031342,0.0
NP_001031343,0.0
NP_001031344,0.0
NP_001031345,0.0
NP_001031347,0.0
NP_001031348,0.0
NP_001031349,0.0
NP_001031350,0.0
NP_001031351,0.0
NP_001031352,0.0
NP_001031353,0.0
NP_001031354,0.0
NP_001031355,0.0
NP_001031356,0.0
NP_001031357,0.0
NP_001031358,0.0
NP_001031359,0.0
NP_001031360,0.0
NP_001031361,0.0
NP_001031362,0.0
NP_001031363,0.0
NP_001031364,0.0
NP_001031365,0.0
NP_001031366,0.0
NP_001031367,0.0
NP_001031368,0.0
NP_001031369,0.0
NP_001031371,0.0
NP_001031372,0.0
NP_001031373,457.0
NP_001031374,0.0
NP_001031375,0.0
NP_001031376,0.0
NP_001031377,0.0
NP_001031378,0.0
NP_001031379,0.0
NP_001031380,0.0
NP_001031381,0.0
NP_001031382,0.0
NP_001031383,0.0
NP_001031384,0.0
NP_001031385,0.0
NP_001031386,0.0
NP_001031387,0.0
NP_001031388,0.0
NP_001031389,41.0
NP_001031390,0.0
NP_001031391,0.0
NP_001031392,0.0
NP_001031393,0.0
NP_001031394,0.0
NP_001031395,0.0
NP_001031396,0.0
NP_001031397,0.0
NP_001031398,0.0
NP_001031399,0.0
NP_001031401,0.0
NP_001031402,0.0
NP_001031404,0.0
NP_001031405,0.0
NP_001031406,0.0
NP_001031407,0.0
NP_001031408,0.0
NP_001031409,0.0
NP_001031410,0.0
NP_001031411,0.0
NP_001031412,0.0
NP_001031413,0.0
NP_001031414,0.0
NP_001031415,0.0
NP_001031416,0.0
NP_001031417,0.0
NP_001031418,0.0
NP_001031419,0.0
NP_001031420,0.0
NP_001031421,0.0
NP_001031422,0.0
NP_001031423,0.0
NP_001031424,0.0
NP_001031425,0.0
NP_001031426,0.0
NP_001031427,0.0
NP_001031428,0.0
NP_001031429,0.0
NP_001031430,0.0
NP_001031431,0.0
NP_001031432,434.0
NP_001031433,45.0
NP_001031434,0.0
NP_001031435,390.0
NP_001031436,0.0
NP_001031437,0.0
NP_001031438,58.0
NP_001031439,1250.0
NP_001031440,1248.0
NP_001031441,0.0
NP_001031442,0.0
NP_001031443,0.0
NP_001031444,46.0
NP_001031445,0.0
NP_001031446,0.0
NP_001031447,0.0
NP_001031448,0.0
NP_001031449,0.0
NP_001031450,0.0
NP_001031451,0.0
NP_001031452,0.0
NP_001031453,0.0
NP_001031454,0.0
NP_001031455,0.0
NP_001031456,0.0
NP_001031457,0.0
NP_001031458,0.0
NP_001031460,0.0
NP_001031461,0.0
NP_001031463,0.0
NP_001031464,0.0
NP_001031465,0.0
NP_001031466,0.0
NP_001031467,0.0
NP_001031468,0.0
NP_001031469,0.0
NP_001031470,0.0
NP_001031471,0.0
NP_001031472,0.0
NP_001031473,0.0
NP_001031474,44.0
NP_001031475,0.0
NP_001031476,0.0
NP_001031477,0.0
NP_001031478,0.0
NP_001031479,0.0
NP_001031480,0.0
NP_001031481,0.0
NP_001031482,0.0
NP_001031483,0.0
NP_001031484,0.0
NP_001031485,40.0
NP_001031486,0.0
NP_001031487,0.0
NP_001031488,0.0
NP_001031489,0.0
NP_001031490,61.0
NP_001031491,0.0
NP_001031492,0.0
NP_001031493,0.0
NP_001031495,0.0
NP_001031496,0.0
NP_001031497,0.0
NP_001031498,324.0
NP_001031499,500.0
NP_001031500,0.0
NP_001031501,0.0
NP_001031502,0.0
NP_001031503,0.0
NP_001031504,0.0
NP_001031505,0.0
NP_001031506,0.0
NP_001031507,457.0
NP_001031508,0.0
NP_001031509,0.0
NP_001031510,0.0
NP_001031511,0.0
NP_001031513,0.0
NP_001031514,0.0
NP_001031515,0.0
NP_001031516,0.0
NP_001031517,0.0
NP_001031518,0.0
NP_001031519,0.0
NP_001031521,0.0
NP_001031522,0.0
NP_001031523,0.0
NP_001031524,0.0
NP_001031525,0.0
NP_001031526,44.0
NP_001031527,0.0
NP_001031528,0.0
NP_001031529,0.0
NP_001031530,0.0
NP_001031531,0.0
NP_001031532,0.0
NP_001031533,0.0
NP_001031534,0.0
NP_001031535,0.0
NP_001031536,0.0
NP_001031537,0.0
NP_001031538,0.0
NP_001031539,0.0
NP_001031540,0.0
NP_001031541,0.0
NP_001031542,0.0
NP_001031543,0.0
NP_001031544,0.0
NP_001031545,0.0
NP_001031546,0.0
NP_001031547,0.0
NP_001031548,0.0
NP_001031549,56.0
NP_001031550,0.0
NP_001031551,0.0
NP_001031552,397.0
NP_001031553,452.0
NP_001031554,0.0
NP_001031555,0.0
NP_001031556,0.0
NP_001031557,0.0
NP_001031558,0.0
NP_001031559,0.0
NP_001031560,0.0
NP_001031561,0.0
NP_001031562,0.0
NP_001031563,0.0
NP_001031565,0.0
NP_001031566,0.0
NP_001031567,0.0
NP_001031568,0.0
NP_001031569,0.0
NP_001031570,0.0
NP_001031571,0.0
NP_001031572,0.0
NP_001031573,35.0
NP_001031574,0.0
NP_001031575,0.0
NP_001031576,0.0
NP_001031577,0.0
NP_001031578,0.0
NP_001031579,0.0
NP_001031581,0.0
NP_001031582,0.0
NP_001031583,0.0
NP_001031584,0.0
NP_001031585,0.0
NP_001031586,0.0
NP_001031587,0.0
NP_001031589,0.0
NP_001031591,0.0
NP_001031592,0.0
NP_001031593,0.0
NP_001031594,0.0
NP_001031595,0.0
NP_001031598,0.0
NP_001031599,0.0
NP_001031600,0.0
NP_001031601,0.0
NP_001031602,0.0
NP_001031603,0.0
NP_001031604,0.0
NP_001031605,0.0
NP_001031606,0.0
NP_001031607,0.0
NP_001031608,0.0
NP_001031609,0.0
NP_001031610,0.0
NP_001031611,0.0
NP_001031613,0.0
NP_001031614,0.0
NP_001031615,0.0
NP_001031616,0.0
NP_001031617,0.0
NP_001031618,0.0
NP_001031619,0.0
NP_001031620,0.0
NP_001031621,0.0
NP_001031622,488.0
NP_001031623,0.0
NP_001031624,0.0
NP_001031625,0.0
NP_001031626,0.0
NP_001031627,0.0
NP_001031628,0.0
NP_001031630,0.0
NP_001031631,0.0
NP_001031632,0.0
NP_001031633,0.0
NP_001031635,0.0
NP_001031636,0.0
NP_001031637,0.0
NP_001031638,0.0
NP_001031639,47.0
NP_001031640,0.0
NP_001031641,0.0
NP_001031642,0.0
NP_001031643,0.0
NP_001031644,0.0
NP_001031645,0.0
NP_001031646,0.0
NP_001031647,0.0
NP_001031648,0.0
NP_001031649,216.0
NP_001031651,0.0
NP_001031652,745.0
NP_001031653,0.0
NP_001031654,44.0
NP_001031655,0.0
NP_001031656,0.0
NP_001031658,0.0
NP_001031659,0.0
NP_001031660,0.0
NP_001031661,0.0
NP_001031662,0.0
NP_001031663,0.0
NP_001031664,0.0
NP_001031665,0.0
NP_001031666,0.0
NP_001031667,0.0
NP_001031669,0.0
NP_001031670,0.0
NP_001031671,0.0
NP_001031672,0.0
NP_001031673,0.0
NP_001031674,0.0
NP_001031675,0.0
NP_001031676,0.0
NP_001031677,0.0
NP_001031678,1006.0
NP_001031679,1006.0
NP_001031680,1006.0
NP_001031681,41.0
NP_001031682,0.0
NP_001031683,0.0
NP_001031684,0.0
NP_001031685,0.0
NP_001031686,0.0
NP_001031687,0.0
NP_001031689,0.0
NP_001031691,0.0
NP_001031692,0.0
NP_001031693,0.0
NP_001031694,0.0
NP_001031695,0.0
NP_001031696,0.0
NP_001031697,0.0
NP_001031698,0.0
NP_001031699,0.0
NP_001031700,0.0
NP_001031701,0.0
NP_001031702,0.0
NP_001031704,0.0
NP_001031705,0.0
NP_001031706,0.0
NP_001031707,0.0
NP_001031708,0.0
NP_001031709,0.0
NP_001031710,0.0
NP_001031711,1068.0
NP_001031712,0.0
NP_001031713,0.0
NP_001031714,0.0
NP_001031715,0.0
NP_001031716,0.0
NP_001031717,0.0
NP_001031718,0.0
NP_001031719,0.0
NP_001031720,0.0
NP_001031721,0.0
NP_001031724,0.0
NP_001031725,0.0
NP_001031726,0.0
NP_001031727,0.0
NP_001031728,0.0
NP_001031729,0.0
NP_001031730,0.0
NP_001031731,0.0
NP_001031732,0.0
NP_001031733,0.0
NP_001031734,0.0
NP_001031735,0.0
NP_001031736,0.0
NP_001031737,0.0
NP_001031738,0.0
NP_001031739,0.0
NP_001031740,0.0
NP_001031741,0.0
NP_001031742,0.0
NP_001031743,0.0
NP_001031744,0.0
NP_001031745,0.0
NP_001031746,0.0
NP_001031747,0.0
NP_001031748,0.0
NP_001031749,0.0
NP_001031750,0.0
NP_001031751,207.0
NP_001031752,0.0
NP_001031753,0.0
NP_001031754,0.0
NP_001031755,0.0
NP_001031756,0.0
NP_001031757,0.0
NP_001031758,50.0
NP_001031759,0.0
NP_001031760,0.0
NP_001031763,0.0
NP_001031764,0.0
NP_001031765,39.0
NP_001031767,0.0
NP_001031768,50.0
NP_001031769,0.0
NP_001031770,0.0
NP_001031771,0.0
NP_001031772,0.0
NP_001031773,50.0
NP_001031774,0.0
NP_001031775,0.0
NP_001031776,0.0
NP_001031777,0.0
NP_001031778,0.0
NP_001031779,0.0
NP_001031780,0.0
NP_001031781,292.0
NP_001031782,0.0
NP_001031783,0.0
NP_001031784,0.0
NP_001031785,0.0
NP_001031787,0.0
NP_001031788,0.0
NP_001031789,0.0
NP_001031790,0.0
NP_001031791,0.0
NP_001031792,0.0
NP_001031793,0.0
NP_001031794,0.0
NP_001031795,0.0
NP_001031796,0.0
NP_001031797,0.0
NP_001031798,0.0
NP_001031799,0.0
NP_001031800,0.0
NP_001031801,0.0
NP_001031804,0.0
NP_001031805,0.0
NP_001031806,0.0
NP_001031807,0.0
NP_001031808,0.0
NP_001031809,0.0
NP_001031810,0.0
NP_001031811,0.0
NP_001031812,0.0
NP_001031813,0.0
NP_001031814,0.0
NP_001031815,0.0
NP_001031816,0.0
NP_001031819,0.0
NP_001031820,0.0
NP_001031821,0.0
NP_001031822,0.0
NP_001031823,0.0
NP_001031824,0.0
NP_001031825,0.0
NP_001031826,0.0
NP_001031827,0.0
NP_001031828,0.0
NP_001031829,0.0
NP_001031830,0.0
NP_001031831,0.0
NP_001031832,0.0
NP_001031833,0.0
NP_001031834,0.0
NP_001031835,0.0
NP_001031836,0.0
NP_001031837,0.0
NP_001031838,0.0
NP_001031840,0.0
NP_001031841,0.0
NP_001031842,0.0
NP_001031843,0.0
NP_001031844,0.0
NP_001031845,0.0
NP_001031846,0.0
NP_001031847,0.0
NP_001031848,0.0
NP_001031850,0.0
NP_001031851,59.0
NP_001031852,0.0
NP_001031853,0.0
NP_001031854,0.0
NP_001031855,0.0
NP_001031856,0.0
NP_001031857,0.0
NP_001031858,0.0
NP_001031859,0.0
NP_001031860,0.0
NP_001031861,0.0
NP_001031862,0.0
NP_001031863,144.0
NP_001031864,0.0
NP_001031865,0.0
NP_001031866,0.0
NP_001031867,0.0
NP_001031868,0.0
NP_001031869,0.0
NP_001031871,0.0
NP_001031872,0.0
NP_001031873,0.0
NP_001031874,0.0
NP_001031875,0.0
NP_001031876,0.0
NP_001031877,0.0
NP_001031878,0.0
NP_001031879,0.0
NP_001031880,0.0
NP_001031881,0.0
NP_001031882,0.0
NP_001031883,0.0
NP_001031884,0.0
NP_001031885,0.0
NP_001031886,0.0
NP_001031887,0.0
NP_001031888,0.0
NP_001031889,0.0
NP_001031890,0.0
NP_001031891,0.0
NP_001031892,0.0
NP_001031894,0.0
NP_001031895,0.0
NP_001031896,0.0
NP_001031897,0.0
NP_001031898,456.0
NP_001031899,0.0
NP_001031900,0.0
NP_001031901,0.0
NP_001031902,0.0
NP_001031903,0.0
NP_001031904,45.0
NP_001031905,45.0
NP_001031906,0.0
NP_001031907,0.0
NP_001031908,0.0
NP_001031909,0.0
NP_001031910,0.0
NP_001031911,0.0
NP_001031912,0.0
NP_001031913,0.0
NP_001031914,0.0
NP_001031915,0.0
NP_001031916,0.0
NP_001031917,0.0
NP_001031918,0.0
NP_001031919,0.0
NP_001031920,0.0
NP_001031921,0.0
NP_001031922,0.0
NP_001031923,0.0
NP_001031924,0.0
NP_001031925,0.0
NP_001031926,42.0
NP_001031927,0.0
NP_001031929,0.0
NP_001031930,0.0
NP_001031931,0.0
NP_001031932,0.0
NP_001031933,0.0
NP_001031934,0.0
NP_001031935,0.0
NP_001031936,0.0
NP_001031937,0.0
NP_001031938,0.0
NP_001031939,0.0
NP_001031940,0.0
NP_001031941,0.0
NP_001031942,0.0
NP_001031943,0.0
NP_001031944,0.0
NP_001031945,0.0
NP_001031946,0.0
NP_001031947,0.0
NP_001031948,0.0
NP_001031949,61.0
NP_001031950,38.0
NP_001031951,0.0
NP_001031952,0.0
NP_001031953,46.0
NP_001031954,0.0
NP_001031955,0.0
NP_001031956,0.0
NP_001031957,0.0
NP_001031958,0.0
NP_001031959,0.0
NP_001031960,0.0
NP_001031961,0.0
NP_001031962,0.0
NP_001031963,0.0
NP_001031965,0.0
NP_001031966,0.0
NP_001031967,0.0
NP_001031968,0.0
NP_001031969,0.0
NP_001031970,0.0
NP_001031971,0.0
NP_001031972,0.0
NP_001031973,0.0
NP_001031974,0.0
NP_001031975,0.0
NP_001031976,0.0
NP_001031977,0.0
NP_001031978,0.0
NP_001031979,0.0
NP_001031980,472.0
NP_001031981,0.0
NP_001031983,0.0
NP_001031984,0.0
NP_001031985,0.0
NP_001031986,0.0
